D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_08_391.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_08_391.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_08_391.jpg, 0, 0, 0, 7.938911E-05
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_08_555.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_08_555.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_08_555.jpg, 0, 0, 0, 8.153349E-05
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_08_709.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_08_709.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_08_709.jpg, 0, 0.4471362, 0, 0.8467529
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_08_804.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_08_804.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_08_804.jpg, 0, 0.7420965, 0, 1.651454
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_08_908.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_08_908.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_08_908.jpg, -0.2823408, 1, 0, 2.755667
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_012.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_012.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_012.jpg, -0.5890944, 1, 0, 3.903511
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_115.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_115.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_115.jpg, -0.2875428, 1, 0, 5.074415
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_216.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_216.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_216.jpg, 0, 1, 0, 6.224859
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_317.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_317.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_317.jpg, 0, 1, 0, 7.595384
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_422.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_422.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_422.jpg, -0.1485117, 1, 0, 8.721445
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_522.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_522.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_522.jpg, -0.4483785, 1, 0, 9.784301
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_628.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_628.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_628.jpg, -0.1324082, 1, 0, 10.89504
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_731.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_731.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_731.jpg, 0, 1, 0, 12.10746
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_834.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_834.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_834.jpg, 0, 1, 0, 13.05093
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_09_938.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_09_938.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_09_938.jpg, -0.3507858, 1, 0, 14.29721
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_044.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_044.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_044.jpg, -0.0509223, 1, 0, 15.31548
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_145.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_145.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_145.jpg, 0, 1, 0, 16.48018
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_246.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_246.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_246.jpg, 0, 1, 0, 17.37296
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_350.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_350.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_350.jpg, -0.122343, 1, 0, 18.56522
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_452.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_452.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_452.jpg, -0.444243, 1, 0, 19.30462
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_550.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_550.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_550.jpg, -0.6182148, 1, 0, 20.24061
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_679.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_679.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_679.jpg, -0.2026401, 1, 0, 21.58359
D:\simulator\simulator-windows-64\_new\IMG\center_2021_03_25_18_56_10_783.jpg, D:\simulator\simulator-windows-64\_new\IMG\left_2021_03_25_18_56_10_783.jpg, D:\simulator\simulator-windows-64\_new\IMG\right_2021_03_25_18_56_10_783.jpg, 0, 1, 0, 22.60567
